CMDLINE C:\Users\REGINA\.virtualenvs\xetra_1234-e2X-xnzd\Scripts\python.exe run.py C:\Users\REGINA\ProyectPyhton\xetra_1234\configs\xetra_report1_config.yml
MEM 2.222656 1752351715.9998
MEM 4.386719 1752351716.1119
MEM 4.386719 1752351716.2218
MEM 4.386719 1752351716.3310
MEM 4.386719 1752351716.4389
MEM 4.386719 1752351716.5485
MEM 4.386719 1752351716.6566
MEM 4.386719 1752351716.7649
MEM 4.386719 1752351716.8733
MEM 4.386719 1752351716.9828
MEM 4.386719 1752351717.0935
MEM 4.386719 1752351717.2005
MEM 4.386719 1752351717.3108
MEM 4.386719 1752351717.4206
MEM 4.386719 1752351717.5305
MEM 4.386719 1752351717.6425
MEM 4.386719 1752351717.7518
MEM 4.386719 1752351717.8608
MEM 4.386719 1752351717.9687
MEM 4.386719 1752351718.0772
MEM 4.386719 1752351718.1860
MEM 4.386719 1752351718.2947
MEM 4.386719 1752351718.3948
MEM 4.386719 1752351718.5044
MEM 4.386719 1752351718.6127
MEM 4.386719 1752351718.7213
MEM 4.386719 1752351718.8301
MEM 4.386719 1752351718.9395
MEM 4.386719 1752351719.0483
MEM 4.386719 1752351719.1609
MEM 4.386719 1752351719.2693
MEM 4.386719 1752351719.3745
MEM 4.386719 1752351719.4834
MEM 4.386719 1752351719.5943
MEM 4.386719 1752351719.7038
MEM 4.386719 1752351719.8121
MEM 4.386719 1752351719.9213
MEM 4.386719 1752351720.0293
MEM 4.386719 1752351720.1372
MEM 4.386719 1752351720.2464
MEM 4.386719 1752351720.3557
MEM 4.386719 1752351720.4624
MEM 4.386719 1752351720.5720
MEM 4.386719 1752351720.6800
MEM 4.386719 1752351720.7879
MEM 4.386719 1752351720.8976
MEM 4.386719 1752351721.0058
MEM 4.386719 1752351721.1145
MEM 4.386719 1752351721.2263
MEM 4.386719 1752351721.3326
MEM 4.386719 1752351721.4410
MEM 4.386719 1752351721.5492
MEM 4.386719 1752351721.6605
MEM 4.386719 1752351721.7678
MEM 4.386719 1752351721.8758
MEM 4.386719 1752351721.9860
MEM 4.386719 1752351722.0959
MEM 4.386719 1752351722.2059
MEM 4.386719 1752351722.3139
MEM 4.386719 1752351722.4224
MEM 4.386719 1752351722.5311
MEM 4.386719 1752351722.6408
MEM 4.386719 1752351722.7495
MEM 4.386719 1752351722.8585
MEM 4.386719 1752351722.9682
MEM 4.386719 1752351723.0767
MEM 4.386719 1752351723.1850
MEM 4.386719 1752351723.2947
MEM 4.386719 1752351723.4028
MEM 4.386719 1752351723.5118
MEM 4.386719 1752351723.6194
MEM 4.386719 1752351723.7295
MEM 4.386719 1752351723.8394
MEM 4.386719 1752351723.9468
MEM 4.386719 1752351724.0564
MEM 4.386719 1752351724.1650
MEM 4.386719 1752351724.2731
MEM 4.386719 1752351724.3832
MEM 4.386719 1752351724.4914
MEM 4.386719 1752351724.6013
MEM 4.386719 1752351724.7108
MEM 4.386719 1752351724.8204
MEM 4.386719 1752351724.9296
MEM 4.386719 1752351725.0391
MEM 4.386719 1752351725.1487
MEM 4.386719 1752351725.2578
MEM 4.386719 1752351725.3657
MEM 4.386719 1752351725.4747
MEM 4.386719 1752351725.5827
MEM 4.386719 1752351725.6910
MEM 4.386719 1752351725.7996
MEM 4.386719 1752351725.9090
MEM 4.386719 1752351726.0160
MEM 4.386719 1752351726.1247
MEM 4.386719 1752351726.2327
MEM 4.386719 1752351726.3423
MEM 4.386719 1752351726.4505
MEM 4.386719 1752351726.5592
MEM 4.386719 1752351726.6680
MEM 4.386719 1752351726.7773
MEM 4.386719 1752351726.8873
MEM 4.386719 1752351726.9961
MEM 4.386719 1752351727.1053
MEM 4.386719 1752351727.2157
MEM 4.386719 1752351727.3199
MEM 4.386719 1752351727.4277
MEM 4.386719 1752351727.5391
MEM 4.386719 1752351727.6482
MEM 4.386719 1752351727.7559
MEM 4.386719 1752351727.8652
MEM 4.386719 1752351727.9741
MEM 4.386719 1752351728.0809
MEM 4.386719 1752351728.1895
MEM 4.386719 1752351728.2975
MEM 4.386719 1752351728.4077
MEM 4.386719 1752351728.5157
MEM 4.386719 1752351728.6243
MEM 4.386719 1752351728.7324
MEM 4.386719 1752351728.8422
MEM 4.386719 1752351728.9515
MEM 4.386719 1752351729.0609
MEM 4.386719 1752351729.1697
MEM 4.386719 1752351729.2780
MEM 4.386719 1752351729.3867
MEM 4.386719 1752351729.4959
MEM 4.386719 1752351729.6052
MEM 4.386719 1752351729.7131
MEM 4.386719 1752351729.8225
MEM 4.386719 1752351729.9330
MEM 4.386719 1752351730.0416
MEM 4.386719 1752351730.1509
MEM 4.386719 1752351730.2605
MEM 4.386719 1752351730.3701
MEM 4.386719 1752351730.4807
MEM 4.386719 1752351730.5905
MEM 4.386719 1752351730.6990
MEM 4.386719 1752351730.8094
MEM 4.386719 1752351730.9173
MEM 4.386719 1752351731.0255
MEM 4.386719 1752351731.1344
MEM 4.386719 1752351731.2437
MEM 4.386719 1752351731.3521
MEM 4.386719 1752351731.4621
MEM 4.386719 1752351731.5705
MEM 4.386719 1752351731.6792
MEM 4.386719 1752351731.7886
MEM 4.386719 1752351731.8972
MEM 4.386719 1752351732.0076
MEM 4.386719 1752351732.1154
MEM 4.386719 1752351732.2243
MEM 4.386719 1752351732.3287
MEM 4.386719 1752351732.4372
MEM 4.386719 1752351732.5465
MEM 4.386719 1752351732.6570
MEM 4.386719 1752351732.7654
MEM 4.386719 1752351732.8739
MEM 4.386719 1752351732.9823
MEM 4.386719 1752351733.0927
MEM 4.386719 1752351733.2017
MEM 4.386719 1752351733.3097
MEM 4.386719 1752351733.4204
MEM 4.386719 1752351733.5310
MEM 4.386719 1752351733.6420
MEM 4.386719 1752351733.7490
MEM 4.386719 1752351733.8575
MEM 4.386719 1752351733.9676
MEM 4.386719 1752351734.0769
MEM 4.386719 1752351734.1804
MEM 4.386719 1752351734.2899
MEM 4.386719 1752351734.3975
MEM 4.386719 1752351734.5058
MEM 4.386719 1752351734.6153
MEM 4.386719 1752351734.7233
MEM 4.386719 1752351734.8325
MEM 4.386719 1752351734.9406
MEM 4.386719 1752351735.0500
MEM 4.386719 1752351735.1591
MEM 4.386719 1752351735.2672
MEM 4.386719 1752351735.3762
MEM 4.386719 1752351735.4851
MEM 4.386719 1752351735.5947
MEM 4.386719 1752351735.7050
MEM 4.386719 1752351735.8150
MEM 4.386719 1752351735.9249
MEM 4.386719 1752351736.0332
MEM 4.386719 1752351736.1427
MEM 4.386719 1752351736.2548
